Restaurant ID,Restaurant Name,Menu Item,Description,Price,Link,Calories,Protein (g),Fat (g),Carbs (g)
2,Mosaic Restaurant ,Omelette,Plain beaten eggs,AED 25,https://deliveroo.ae/menu/Abu Dhabi/al-danah/mosaic-express-najda-marketplace?day=today&geohash=thqew2ggd2zv&time=ASAP,90,6,6,1
2,Mosaic Restaurant ,Omlette With Meat,Beaten eggs fried with small cut of lamb meat,AED 37,https://deliveroo.ae/menu/Abu Dhabi/al-danah/mosaic-express-najda-marketplace?day=today&geohash=thqew2ggd2zv&time=ASAP,160,15,10,1
2,Mosaic Restaurant ,Omlette With Sujok,Beaten eggs with spicy sausage,AED 35,https://deliveroo.ae/menu/Abu Dhabi/al-danah/mosaic-express-najda-marketplace?day=today&geohash=thqew2ggd2zv&time=ASAP,207,18,15,2
2,Mosaic Restaurant ,Egg Shakshouka,"Eggs poached in vegetables, olive oil and spices",AED 29,https://deliveroo.ae/menu/Abu Dhabi/al-danah/mosaic-express-najda-marketplace?day=today&geohash=thqew2ggd2zv&time=ASAP,166,10,12,5
2,Mosaic Restaurant ,Fried Meat Ras Asfour,Small cut of lamb meat fried with ghee.,AED 42,https://deliveroo.ae/menu/Abu Dhabi/al-danah/mosaic-express-najda-marketplace?day=today&geohash=thqew2ggd2zv&time=ASAP,288,21,20,1
2,Mosaic Restaurant ,Hommos Tahina,"Chickpeas puree, lemon juice, and Tahini paste",AED 29,https://deliveroo.ae/menu/Abu Dhabi/al-danah/mosaic-express-najda-marketplace?day=today&geohash=thqew2ggd2zv&time=ASAP,187,5,15,10
2,Mosaic Restaurant ,Stuffed Vine Leaves 8 Pieces,8 Pieces,AED 33,https://deliveroo.ae/menu/Abu Dhabi/al-danah/mosaic-express-najda-marketplace?day=today&geohash=thqew2ggd2zv&time=ASAP,315,5,18,32
2,Mosaic Restaurant ,Baba Ghannouj,Grilled eggplant blended with lemon juice and tahini paste.,AED 30,https://deliveroo.ae/menu/Abu Dhabi/al-danah/mosaic-express-najda-marketplace?day=today&geohash=thqew2ggd2zv&time=ASAP,143,2,15,3
2,Mosaic Restaurant ,Hommos Beiruti,"Chickpeas puree, lemon juice, garlic, parsley, and tahini paste.",AED 30,https://deliveroo.ae/menu/Abu Dhabi/al-danah/mosaic-express-najda-marketplace?day=today&geohash=thqew2ggd2zv&time=ASAP,190,6,15,8
2,Mosaic Restaurant ,Loubiyeh Bizet (Green Bean),"Blend of green bean, onions, and tomatoes.",AED 28,https://deliveroo.ae/menu/Abu Dhabi/al-danah/mosaic-express-najda-marketplace?day=today&geohash=thqew2ggd2zv&time=ASAP,68,2,1,15
2,Mosaic Restaurant ,Mousakaa,"Blend of eggplant, onions, garlic cloves, tomato, and green bell peppers.",AED 30,https://deliveroo.ae/menu/Abu Dhabi/al-danah/mosaic-express-najda-marketplace?day=today&geohash=thqew2ggd2zv&time=ASAP,92,2,5,16
2,Mosaic Restaurant ,Stuffed Vine Leaves 25 Pieces,25 pcs Stuffed vine Leaves,AED 90,https://deliveroo.ae/menu/Abu Dhabi/al-danah/mosaic-express-najda-marketplace?day=today&geohash=thqew2ggd2zv&time=ASAP,787,7,21,142
2,Mosaic Restaurant ,Garlic Paste,"Puree of fresh garlic, lemon juice and vegetable oil",AED 17,https://deliveroo.ae/menu/Abu Dhabi/al-danah/mosaic-express-najda-marketplace?day=today&geohash=thqew2ggd2zv&time=ASAP,16,0.4,1.6,3.5
2,Mosaic Restaurant ,Muttabal Mosaic,"A puree of grilled eggplant, lemon juice, tahini paste, garnished with fried eggplant and vegetables.",AED 36,https://deliveroo.ae/menu/Abu Dhabi/al-danah/mosaic-express-najda-marketplace?day=today&geohash=thqew2ggd2zv&time=ASAP,160,7,13,8
2,Mosaic Restaurant ,Muhammara,Mix of red pepper paste and walnuts.,AED 30,https://deliveroo.ae/menu/Abu Dhabi/al-danah/mosaic-express-najda-marketplace?day=today&geohash=thqew2ggd2zv&time=ASAP,90,2,8,4
2,Mosaic Restaurant ,Labneh,Strained yogurt topped with olive oil.,AED 22,https://deliveroo.ae/menu/Abu Dhabi/al-danah/mosaic-express-najda-marketplace?day=today&geohash=thqew2ggd2zv&time=ASAP,60,4,4,2
2,Mosaic Restaurant ,Spicy Mosaic Hommos,"Chickpeas puree, lemon juice, tahini and chilli paste.",AED 32,https://deliveroo.ae/menu/Abu Dhabi/al-danah/mosaic-express-najda-marketplace?day=today&geohash=thqew2ggd2zv&time=ASAP,155,6,8,14
2,Mosaic Restaurant ,Shanklish,"Strained dairy product with herbs, served with fresh tomato and onion.",AED 31,https://deliveroo.ae/menu/Abu Dhabi/al-danah/mosaic-express-najda-marketplace?day=today&geohash=thqew2ggd2zv&time=ASAP,80,5,6,2
2,Mosaic Restaurant ,Makdous,Eggplant stuffed with chili and walnuts.,AED 25,https://deliveroo.ae/menu/Abu Dhabi/al-danah/mosaic-express-najda-marketplace?day=today&geohash=thqew2ggd2zv&time=ASAP,70,2,5,4
2,Mosaic Restaurant ,Lentil Soup,"Made with a blend of lentils, vegetables, and spices, it's a healthy and satisfying option.",AED 22,https://deliveroo.ae/menu/Abu Dhabi/al-danah/mosaic-express-najda-marketplace?day=today&geohash=thqew2ggd2zv&time=ASAP,200,13,3,30
2,Mosaic Restaurant ,Chicken Soup,Slow-simmered creamy chicken soup with grilled tender pieces of fresh local chicken,AED 24,https://deliveroo.ae/menu/Abu Dhabi/al-danah/mosaic-express-najda-marketplace?day=today&geohash=thqew2ggd2zv&time=ASAP,250,18,12,10
2,Mosaic Restaurant ,Vegetable Soup,Slow-cooked juicy vegetables soup,AED 22,https://deliveroo.ae/menu/Abu Dhabi/al-danah/mosaic-express-najda-marketplace?day=today&geohash=thqew2ggd2zv&time=ASAP,100,2,1,25
2,Mosaic Restaurant ,Chicken Francisco Sandwich,"Chicken Francisco with lettuce, corn, cheese and soy sauce",AED 25,https://deliveroo.ae/menu/Abu Dhabi/al-danah/mosaic-express-najda-marketplace?day=today&geohash=thqew2ggd2zv&time=ASAP,350,24,12,28
2,Mosaic Restaurant ,Roast Beef Sandwich,"Roast Beef, pickles, tomato, mint, mustard",AED 25,https://deliveroo.ae/menu/Abu Dhabi/al-danah/mosaic-express-najda-marketplace?day=today&geohash=thqew2ggd2zv&time=ASAP,320,20,10,26
2,Mosaic Restaurant ,Lebanese Burger,"Lebanese burger with fries, coleslaw, ketchup",AED 32,https://deliveroo.ae/menu/Abu Dhabi/al-danah/mosaic-express-najda-marketplace?day=today&geohash=thqew2ggd2zv&time=ASAP,450,22,18,34
2,Mosaic Restaurant ,Chicken Classic Lebanese Sandwich,Traditional Lebanese Chicken Sandwich with Garlic Paste and Pickles,AED 21,https://deliveroo.ae/menu/Abu Dhabi/al-danah/mosaic-express-najda-marketplace?day=today&geohash=thqew2ggd2zv&time=ASAP,280,16,10,22
2,Mosaic Restaurant ,Philadelphia Sandwich,"Grilled Philadelphia beef with capsicum, mushroom, Onion and cheese",AED 33,https://deliveroo.ae/menu/Abu Dhabi/al-danah/mosaic-express-najda-marketplace?day=today&geohash=thqew2ggd2zv&time=ASAP,380,28,16,30
2,Mosaic Restaurant ,Chicken Fajita Sandwich,"Grilled chicken Fajita with capsicum, mushroom, Onion with cheese and mayo",AED 31,https://deliveroo.ae/menu/Abu Dhabi/al-danah/mosaic-express-najda-marketplace?day=today&geohash=thqew2ggd2zv&time=ASAP,420,26,20,28
2,Mosaic Restaurant ,Chicken Sub Sandwich,"Grilled chicken breast, lettuce, mayonnaise, cheese, corn, pickles",AED 26,https://deliveroo.ae/menu/Abu Dhabi/al-danah/mosaic-express-najda-marketplace?day=today&geohash=thqew2ggd2zv&time=ASAP,390,30,18,24
2,Mosaic Restaurant ,Lebanese Cheese Beef Burger,"Lebanese Burger with fries, coleslaw, ketchup, and cheese",AED 34,https://deliveroo.ae/menu/Abu Dhabi/al-danah/mosaic-express-najda-marketplace?day=today&geohash=thqew2ggd2zv&time=ASAP,480,26,22,36
2,Mosaic Restaurant ,Crispy Chicken Burger,"Crispy chicken with cheese, tomato, lettuce and pickles.",AED 32,https://deliveroo.ae/menu/Abu Dhabi/al-danah/mosaic-express-najda-marketplace?day=today&geohash=thqew2ggd2zv&time=ASAP,400,22,20,28
2,Mosaic Restaurant ,Lebanese Egg Burger,"Lebanese burger with fries, ketchup, coleslaw, and fried egg",AED 34,https://deliveroo.ae/menu/Abu Dhabi/al-danah/mosaic-express-najda-marketplace?day=today&geohash=thqew2ggd2zv&time=ASAP,430,24,20,32
2,Mosaic Restaurant ,Lebanese Chicken Burger,"Lebanese chicken burger with garlic sauce, lettuce, tomato, and mayo",AED 26,https://deliveroo.ae/menu/Abu Dhabi/al-danah/mosaic-express-najda-marketplace?day=today&geohash=thqew2ggd2zv&time=ASAP,550, 30, 28, 40
2,Mosaic Restaurant ,Grilled Makanek Sandwich,Grilled makanek with pickles and lemon,AED 24,https://deliveroo.ae/menu/Abu Dhabi/al-danah/mosaic-express-najda-marketplace?day=today&geohash=thqew2ggd2zv&time=ASAP,444,20,25,34
2,Mosaic Restaurant ,White Tawouk Jumbo Sandwich,"Grilled white tawouk with coleslaw, ketchup, fries, garlic paste and pickles.",AED 29,https://deliveroo.ae/menu/Abu Dhabi/al-danah/mosaic-express-najda-marketplace?day=today&geohash=thqew2ggd2zv&time=ASAP,610,36,28,48
2,Mosaic Restaurant ,Kafta Sandwich Jumbo,"Kafta with coleslaw, ketchup, fries and pickles.",AED 29,https://deliveroo.ae/menu/Abu Dhabi/al-danah/mosaic-express-najda-marketplace?day=today&geohash=thqew2ggd2zv&time=ASAP,570,32,25,38
2,Mosaic Restaurant ,Mexican Shish Tawook Sandwich,"Grilled spicy chicken with bell pepper, garlic paste, and pickles",AED 24,https://deliveroo.ae/menu/Abu Dhabi/al-danah/mosaic-express-najda-marketplace?day=today&geohash=thqew2ggd2zv&time=ASAP,416,23,18,29
2,Mosaic Restaurant ,Kabab Orfali Sandwich,"Spicy meat kabab, barbecued eggplant, tomato, onion, and chili, served with hummus and pickles.",AED 24,https://deliveroo.ae/menu/Abu Dhabi/al-danah/mosaic-express-najda-marketplace?day=today&geohash=thqew2ggd2zv&time=ASAP,489,25,30,17
2,Mosaic Restaurant ,Kafta Sandwich,"Kafta with hummus , parsley, tomatoes, pickles and onion.",AED 24,https://deliveroo.ae/menu/Abu Dhabi/al-danah/mosaic-express-najda-marketplace?day=today&geohash=thqew2ggd2zv&time=ASAP,390,19,20,35
2,Mosaic Restaurant ,Kabab Sandwich,"Grilled Kabab served with hummus, pickles, parsley and tomatoes",AED 24,https://deliveroo.ae/menu/Abu Dhabi/al-danah/mosaic-express-najda-marketplace?day=today&geohash=thqew2ggd2zv&time=ASAP,410,22,20,30
2,Mosaic Restaurant ,White Tawouk Sandwich,Grilled white tawouk with garlic paste and pickles.,AED 24,https://deliveroo.ae/menu/Abu Dhabi/al-danah/mosaic-express-najda-marketplace?day=today&geohash=thqew2ggd2zv&time=ASAP,347,19,15,17
2,Mosaic Restaurant ,Chicken Kafta Sandwich,Chicken Kafta with garlic paste and pickles,AED 19,https://deliveroo.ae/menu/Abu Dhabi/al-danah/mosaic-express-najda-marketplace?day=today&geohash=thqew2ggd2zv&time=ASAP,305,17,14,18
2,Mosaic Restaurant ,Kabab Intabli Sandwich,"Spicy meat kabab served with hummus, pickles, parsley and tomatoes",AED 24,https://deliveroo.ae/menu/Abu Dhabi/al-danah/mosaic-express-najda-marketplace?day=today&geohash=thqew2ggd2zv&time=ASAP,442,25,23,30
2,Mosaic Restaurant ,Kabab Eggplant Sandwich,"Meat kabab and barbecued eggplant served with hummus, pickles, and tomatoes",AED 24,https://deliveroo.ae/menu/Abu Dhabi/al-danah/mosaic-express-najda-marketplace?day=today&geohash=thqew2ggd2zv&time=ASAP,319,19,12,39
2,Mosaic Restaurant ,Grilled Sujok Sandwich,"Sujok with tomatoes, pickles, and lemon",AED 24,https://deliveroo.ae/menu/Abu Dhabi/al-danah/mosaic-express-najda-marketplace?day=today&geohash=thqew2ggd2zv&time=ASAP,290,12,14,28
2,Mosaic Restaurant ,Grilled Halloumi Sandwich,Grilled halloumi cheese with tomatoes.,AED 24,https://deliveroo.ae/menu/Abu Dhabi/al-danah/mosaic-express-najda-marketplace?day=today&geohash=thqew2ggd2zv&time=ASAP,210,10,16,8
2,Mosaic Restaurant ,Rice Pudding,"Made with sweet rice, creamy milk & fragrant spices .Classic dessert for ending to any meal.",AED 23,https://deliveroo.ae/menu/Abu Dhabi/al-danah/mosaic-express-najda-marketplace?day=today&geohash=thqew2ggd2zv&time=ASAP,285,5,6,57
2,Mosaic Restaurant ,Chocolate Lazy Cake,Delicious chocolate biscuit cake,AED 15,https://deliveroo.ae/menu/Abu Dhabi/al-danah/mosaic-express-najda-marketplace?day=today&geohash=thqew2ggd2zv&time=ASAP,220,3,12,27
2,Mosaic Restaurant ,Fruit Salad,"Made with a mix of fresh and seasonal fruits, it's a healthy and delicious option for breakfast, lunch, or a snack and a great way to get your daily dose of vitamins and nutrients.",AED 33,https://deliveroo.ae/menu/Abu Dhabi/al-danah/mosaic-express-najda-marketplace?day=today&geohash=thqew2ggd2zv&time=ASAP,70,1,0,18
2,Mosaic Restaurant ,Pineapple Upside Down Cake,"A moist and flavorful vanilla cake crowned with golden, caramelized pineapple ring",AED 15,https://deliveroo.ae/menu/Abu Dhabi/al-danah/mosaic-express-najda-marketplace?day=today&geohash=thqew2ggd2zv&time=ASAP,365,4,14,55
2,Mosaic Restaurant ,Rice Pudding With Mango,"Made with sweet rice, creamy milk and fragrant spices, topped with mango",AED 33,https://deliveroo.ae/menu/Abu Dhabi/al-danah/mosaic-express-najda-marketplace?day=today&geohash=thqew2ggd2zv&time=ASAP,350,7,6,70
2,Mosaic Restaurant ,Banana With Caramel,"Caramel sauce and sliced bananas, topped with cream",AED 33,https://deliveroo.ae/menu/Abu Dhabi/al-danah/mosaic-express-najda-marketplace?day=today&geohash=thqew2ggd2zv&time=ASAP,150,2,5,30
2,Mosaic Restaurant ,Umm Ali,"Satisfy your sweet tooth with the heavenly, warm and flaky layers of our traditional Umm Ali, a classic Egyptian dessert made with rich, buttery puff pastry, creamy milk, and a sprinkle of sweet, raisins, and nuts.",AED 33,https://deliveroo.ae/menu/Abu Dhabi/al-danah/mosaic-express-najda-marketplace?day=today&geohash=thqew2ggd2zv&time=ASAP,350,5,28,20
2,Mosaic Restaurant ,Fresh Watermelon Juice,Freshly squeezed watermelon,AED 15,https://deliveroo.ae/menu/Abu Dhabi/al-danah/mosaic-express-najda-marketplace?day=today&geohash=thqew2ggd2zv&time=ASAP,100,0,0,25
2,Mosaic Restaurant ,Fresh Pomegranate Juice,Freshly squeezed pomegranate.,AED 20,https://deliveroo.ae/menu/Abu Dhabi/al-danah/mosaic-express-najda-marketplace?day=today&geohash=thqew2ggd2zv&time=ASAP,140,1,0,36
2,Mosaic Restaurant ,Fresh Orange With Carrot Juice,Freshly squeezed oranges and carrots,AED 16,https://deliveroo.ae/menu/Abu Dhabi/al-danah/mosaic-express-najda-marketplace?day=today&geohash=thqew2ggd2zv&time=ASAP,120,2,0,28
2,Mosaic Restaurant ,Fresh Mango Juice,Freshly squeezed mango.,AED 15,https://deliveroo.ae/menu/Abu Dhabi/al-danah/mosaic-express-najda-marketplace?day=today&geohash=thqew2ggd2zv&time=ASAP,120,1,0,30
2,Mosaic Restaurant ,Fresh Orange Juice,Freshly squeezed oranges,AED 15,https://deliveroo.ae/menu/Abu Dhabi/al-danah/mosaic-express-najda-marketplace?day=today&geohash=thqew2ggd2zv&time=ASAP,110,2,0,26
2,Mosaic Restaurant ,Fresh Green Apple Juice,Freshly squeezed green apples,AED 15,https://deliveroo.ae/menu/Abu Dhabi/al-danah/mosaic-express-najda-marketplace?day=today&geohash=thqew2ggd2zv&time=ASAP,120,0,0,28
2,Mosaic Restaurant ,Fresh Carrot Juice,Freshly squeezed carrots.,AED 15,https://deliveroo.ae/menu/Abu Dhabi/al-danah/mosaic-express-najda-marketplace?day=today&geohash=thqew2ggd2zv&time=ASAP,70,1,0,16
2,Mosaic Restaurant ,Fresh Pineapple Juice,Freshly squeezed pineapple,AED 15,https://deliveroo.ae/menu/Abu Dhabi/al-danah/mosaic-express-najda-marketplace?day=today&geohash=thqew2ggd2zv&time=ASAP,130,1,0,30
2,Mosaic Restaurant ,Fresh Lemon Mint Juice,Freshly squeezed lemons blend with mint leaves,AED 14,https://deliveroo.ae/menu/Abu Dhabi/al-danah/mosaic-express-najda-marketplace?day=today&geohash=thqew2ggd2zv&time=ASAP,90,0,0,22
2,Mosaic Restaurant ,Fresh Lemonade Juice,Freshly squeezed lemons with rose water and sugar.,AED 13,https://deliveroo.ae/menu/Abu Dhabi/al-danah/mosaic-express-najda-marketplace?day=today&geohash=thqew2ggd2zv&time=ASAP,120,0,0,30
2,Mosaic Restaurant ,Fresh Strawberry Juice,Freshly squeezed strawberries.,AED 15,https://deliveroo.ae/menu/Abu Dhabi/al-danah/mosaic-express-najda-marketplace?day=today&geohash=thqew2ggd2zv&time=ASAP,8,0.3,0.4,1.9
2,Mosaic Restaurant ,Fresh Banana And Milk And Honey Juice,Freshly squeezed bananas with milk and honey.,AED 15,https://deliveroo.ae/menu/Abu Dhabi/al-danah/mosaic-express-najda-marketplace?day=today&geohash=thqew2ggd2zv&time=ASAP,154,3.1,2.4,31.1
2,Mosaic Restaurant ,Fresh Mango With Pineapple And Orange Juice,Freshly squeezed mango with pineapple and orange,AED 16,https://deliveroo.ae/menu/Abu Dhabi/al-danah/mosaic-express-najda-marketplace?day=today&geohash=thqew2ggd2zv&time=ASAP,208,2.2,1.1,49.3
2,Mosaic Restaurant ,Laban Ayran,"Enjoy our Laban Ayran,a cool, creamy blend of tangy yogurt, fragrant herbs, and a hint of salt,for a refreshing drink that revitalizes your palate with each sip.",AED 12,https://deliveroo.ae/menu/Abu Dhabi/al-danah/mosaic-express-najda-marketplace?day=today&geohash=thqew2ggd2zv&time=ASAP,80,4,4.5,7
2,Mosaic Restaurant ,Perrier Water,Carbonated water.,AED 12,https://deliveroo.ae/menu/Abu Dhabi/al-danah/mosaic-express-najda-marketplace?day=today&geohash=thqew2ggd2zv&time=ASAP,0,0,0,0
2,Mosaic Restaurant ,Diet Pepsi,Carbonated soft drink with zero sugar & zero calories,AED 8,https://deliveroo.ae/menu/Abu Dhabi/al-danah/mosaic-express-najda-marketplace?day=today&geohash=thqew2ggd2zv&time=ASAP,0,0,0,0
2,Mosaic Restaurant ,Diet 7 Up,Carbonated soft drink with zero sugar & zero calories,AED 8,https://deliveroo.ae/menu/Abu Dhabi/al-danah/mosaic-express-najda-marketplace?day=today&geohash=thqew2ggd2zv&time=ASAP,0,0,0,0
2,Mosaic Restaurant ,Mountain Dew,"The original citrus-flavored soft drink with a bold and daring taste. With high caffeine content and a unique combination of flavors, it's the perfect choice for those who want to fuel their adrenaline and thirst in one shot.",AED 8,https://deliveroo.ae/menu/Abu Dhabi/al-danah/mosaic-express-najda-marketplace?day=today&geohash=thqew2ggd2zv&time=ASAP,170,0,0,46
2,Mosaic Restaurant ,7 Up,Non-caffeinated soft drink,AED 8,https://deliveroo.ae/menu/Abu Dhabi/al-danah/mosaic-express-najda-marketplace?day=today&geohash=thqew2ggd2zv&time=ASAP,140,0,0,38
2,Mosaic Restaurant ,Small Mineral Water,Lebanese.,AED 8,https://deliveroo.ae/menu/Abu Dhabi/al-danah/mosaic-express-najda-marketplace?day=today&geohash=thqew2ggd2zv&time=ASAP,0,0,0,0
2,Mosaic Restaurant ,Large Mineral Water,Lebanese.,AED 12,https://deliveroo.ae/menu/Abu Dhabi/al-danah/mosaic-express-najda-marketplace?day=today&geohash=thqew2ggd2zv&time=ASAP,0,0,0,0
2,Mosaic Restaurant ,Pepsi,Carbonated soft drink,AED 8,https://deliveroo.ae/menu/Abu Dhabi/al-danah/mosaic-express-najda-marketplace?day=today&geohash=thqew2ggd2zv&time=ASAP,150,0,0,39
2,Mosaic Restaurant ,Olives Plate,"green olives, black olives, feta cheese, chopped tomatoes, chopped onions.",AED 15,https://deliveroo.ae/menu/Abu Dhabi/al-danah/mosaic-express-najda-marketplace?day=today&geohash=thqew2ggd2zv&time=ASAP,250, 5, 22, 6
3,KUSINA BATANGAN,Tapsilog,"Marinated thinly sliced US grade beef, egg and garlic fried rice",AED 20,https://deliveroo.ae/menu/Abu Dhabi/al-danah/kusina-afandina-restaurant?day=today&geohash=thqew2ggd2zv&time=ASAP,800,45,30,97
3,KUSINA BATANGAN,Special Beef Bulalo,2 cups of rice are given,AED 45,https://deliveroo.ae/menu/Abu Dhabi/al-danah/kusina-afandina-restaurant?day=today&geohash=thqew2ggd2zv&time=ASAP,800,40,30,120
3,KUSINA BATANGAN,Sinigang Na Manok,2 cups of rice are given,AED 39,https://deliveroo.ae/menu/Abu Dhabi/al-danah/kusina-afandina-restaurant?day=today&geohash=thqew2ggd2zv&time=ASAP, 800,30,25,145
3,KUSINA BATANGAN,Torsilog,"Eggplant omelet, egg and garlic fried rice",AED 20,https://deliveroo.ae/menu/Abu Dhabi/al-danah/kusina-afandina-restaurant?day=today&geohash=thqew2ggd2zv&time=ASAP,600,35,20,55
3,KUSINA BATANGAN,Tinolang Manok,2 cups of rice are given,AED 32,https://deliveroo.ae/menu/Abu Dhabi/al-danah/kusina-afandina-restaurant?day=today&geohash=thqew2ggd2zv&time=ASAP, 800,30,25,145
3,KUSINA BATANGAN,Special Sisig Chicken,2 cups of rice are given,AED 28,https://deliveroo.ae/menu/Abu Dhabi/al-danah/kusina-afandina-restaurant?day=today&geohash=thqew2ggd2zv&time=ASAP,900,35,30,165
3,KUSINA BATANGAN,Pancit Guisado,"noodles, chicken, onion, garlic, cabbage, soy sauce, oyster sauce and spices",AED 22,https://deliveroo.ae/menu/Abu Dhabi/al-danah/kusina-afandina-restaurant?day=today&geohash=thqew2ggd2zv&time=ASAP,286,23,5,37
3,KUSINA BATANGAN,Sinigang Na Hipon,Sinigang na hipon with rice,AED 30,https://deliveroo.ae/menu/Abu Dhabi/al-danah/kusina-afandina-restaurant?day=today&geohash=thqew2ggd2zv&time=ASAP,308,19,4,48
3,KUSINA BATANGAN,Palabok,Filipino noodle dish with sauce.,AED 22,https://deliveroo.ae/menu/Abu Dhabi/al-danah/kusina-afandina-restaurant?day=today&geohash=thqew2ggd2zv&time=ASAP,320,15,12,42
3,KUSINA BATANGAN,Fresh Lumpia,"A Filipino dish consisting of a fresh spring roll filled with vegetables, meat, and sauce.",AED 18,https://deliveroo.ae/menu/Abu Dhabi/al-danah/kusina-afandina-restaurant?day=today&geohash=thqew2ggd2zv&time=ASAP,215,5,5,38
3,KUSINA BATANGAN,Cheese Sticks,Fried sticks of cheese.,AED 15,https://deliveroo.ae/menu/Abu Dhabi/al-danah/kusina-afandina-restaurant?day=today&geohash=thqew2ggd2zv&time=ASAP,Cheese Sticks: 220,10,15,12
3,KUSINA BATANGAN,French Fries,"Fried to a golden crisp perfection and perfectly seasoned, perfect accompaniment to any meal.",AED 15,https://deliveroo.ae/menu/Abu Dhabi/al-danah/kusina-afandina-restaurant?day=today&geohash=thqew2ggd2zv&time=ASAP,312,3,16,41
3,KUSINA BATANGAN,Chicken Nuggets,"Made with 100% all-white meat chicken, crunchy on the outside and juicy on the inside, they're a perfect snack or side dish to enjoy with any meal.",AED 15,https://deliveroo.ae/menu/Abu Dhabi/al-danah/kusina-afandina-restaurant?day=today&geohash=thqew2ggd2zv&time=ASAP,287,19,17,14
3,KUSINA BATANGAN,Chicken Fingers,"Breaded and fried strips of chicken, often served as a snack or appetizer.",AED 15,https://deliveroo.ae/menu/Abu Dhabi/al-danah/kusina-afandina-restaurant?day=today&geohash=thqew2ggd2zv&time=ASAP,307,17,19,16
3,KUSINA BATANGAN,Fried Tofu,Crispy fried tofu.,AED 15,https://deliveroo.ae/menu/Abu Dhabi/al-danah/kusina-afandina-restaurant?day=today&geohash=thqew2ggd2zv&time=ASAP,165,12,11,4
3,KUSINA BATANGAN,Arroz Caldo,Rice,AED 20,https://deliveroo.ae/menu/Abu Dhabi/al-danah/kusina-afandina-restaurant?day=today&geohash=thqew2ggd2zv&time=ASAP, 200,10,5,30
3,KUSINA BATANGAN,Carbonara,Italian pasta dish,AED 25,https://deliveroo.ae/menu/Abu Dhabi/al-danah/kusina-afandina-restaurant?day=today&geohash=thqew2ggd2zv&time=ASAP,490,26,22,47
3,KUSINA BATANGAN,Garlic Rice,"Fragrant and flavorful, this aromatic rice dish is infused with the rich and distinctive taste of garlic",AED 8,https://deliveroo.ae/menu/Abu Dhabi/al-danah/kusina-afandina-restaurant?day=today&geohash=thqew2ggd2zv&time=ASAP,210,4,4,39
3,KUSINA BATANGAN,Rice,"Get a perfect complement to your meal with our high-quality Rice. Made from premium quality long-grain rice, it is carefully cleaned, processed to retain its natural taste and texture.",AED 7,https://deliveroo.ae/menu/Abu Dhabi/al-danah/kusina-afandina-restaurant?day=today&geohash=thqew2ggd2zv&time=ASAP,220,4,0,48
3,KUSINA BATANGAN,Party Tray Buttered Shrimp,"Shrimp with butter and garlic, sprite and tomato sauce on top spring onion",AED 140,https://deliveroo.ae/menu/Abu Dhabi/al-danah/kusina-afandina-restaurant?day=today&geohash=thqew2ggd2zv&time=ASAP,300,20,15,12
3,KUSINA BATANGAN,Party Tray Chopsuey,With chicken quail egg and Vegetables.,AED 120,https://deliveroo.ae/menu/Abu Dhabi/al-danah/kusina-afandina-restaurant?day=today&geohash=thqew2ggd2zv&time=ASAP,250,14,8,20
3,KUSINA BATANGAN,Party Tray Tokwat Chicken,"Tokwa, manok, oyster sauce, bell pepper onion and sellery",AED 150,https://deliveroo.ae/menu/Abu Dhabi/al-danah/kusina-afandina-restaurant?day=today&geohash=thqew2ggd2zv&time=ASAP,320,24,14,20
3,KUSINA BATANGAN,Party Tray Lengua Beef,"Beef with mushroom and mushroom sauce, corn and fried garlic on top",AED 150,https://deliveroo.ae/menu/Abu Dhabi/al-danah/kusina-afandina-restaurant?day=today&geohash=thqew2ggd2zv&time=ASAP,380,18,22,32
3,KUSINA BATANGAN,Party Tray Palabok,"Bihon noodles, chicken and squid with palabok sauce In the top. Boiled egg, chicken skin, garlic and spring onion",AED 120,https://deliveroo.ae/menu/Abu Dhabi/al-danah/kusina-afandina-restaurant?day=today&geohash=thqew2ggd2zv&time=ASAP,1500,15,75,180
3,KUSINA BATANGAN,Party Tray  Veg Spring Roll,30 Pieces of Spring Rolls,AED 100,https://deliveroo.ae/menu/Abu Dhabi/al-danah/kusina-afandina-restaurant?day=today&geohash=thqew2ggd2zv&time=ASAP,2200,135,126,27
3,KUSINA BATANGAN,Party Tray Palabok See Food,"Bihon noodles, shrimps and squid with palabok sauce In the top. Boiled egg, chicken skin, garlic and spring onion",AED 140,https://deliveroo.ae/menu/Abu Dhabi/al-danah/kusina-afandina-restaurant?day=today&geohash=thqew2ggd2zv&time=ASAP,1200, 50, 60, 100
3,KUSINA BATANGAN,Adobong Pusit,2 cups of rice are given,AED 36,https://deliveroo.ae/menu/Abu Dhabi/al-danah/kusina-afandina-restaurant?day=today&geohash=thqew2ggd2zv&time=ASAP,700,35,25,80
3,KUSINA BATANGAN,Sinigang Na Manok,2 cups of rice are given,AED 39,https://deliveroo.ae/menu/Abu Dhabi/al-danah/kusina-afandina-restaurant?day=today&geohash=thqew2ggd2zv&time=ASAP,600,30,20,90
3,KUSINA BATANGAN,Sinigang Na Tilapia,2 cups of rice are given,AED 39,https://deliveroo.ae/menu/Abu Dhabi/al-danah/kusina-afandina-restaurant?day=today&geohash=thqew2ggd2zv&time=ASAP,550,40,15,70
